trial_index,arm_name,trial_status,generation_method,obj0,obj1,is_feasible,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
10,10_0,COMPLETED,Sobol,-0.9278824925422668,-1.9247207641601562,False,0.7140210410580039,0.25492201186716557,0.936430268920958,0.013479860499501228,0.32110995426774025,0.9525394337251782,0.6072533009573817,0.24729590211063623,0.9072290901094675,0.9140998609364033,0.16471057385206223,0.6550775896757841,0.6096472647041082,0.385498046875,0.6048581935465336,0.8813154306262732,0.2968449695035815,0.14911311212927103,0.7953204102814198,0.47680356726050377,0.1693136664107442,0.6860368084162474,0.5307987462729216,0.05438046343624592,0.8005377249792218,0.5343456156551838,0.919605371542275,0.024467055685818195,0.8813846567645669,0.532317521981895
11,11_0,COMPLETED,Sobol,-0.4694516062736511,-1.7966331243515015,False,0.8372921468690038,0.022520743310451508,0.2694792840629816,0.47657953668385744,0.8582422574982047,0.8793107299134135,0.42250482738018036,0.48228331841528416,0.9816578105092049,0.7544615603983402,0.46481634862720966,0.44040082208812237,0.24475304782390594,0.48463232815265656,0.9860272631049156,0.7942316569387913,0.14558548759669065,0.06828695721924305,0.5722631681710482,0.977131181396544,0.4501474145799875,0.13601086381822824,0.19843511376529932,0.9362927358597517,0.8675635289400816,0.2499198978766799,0.7217163052409887,0.7285823076963425,0.8710719579830766,0.4872808177024126
12,12_0,COMPLETED,Sobol,-1.463833212852478,-0.7356730699539185,False,0.2964728120714426,0.08802869450300932,0.044153474271297455,0.5229478413239121,0.6793472543358803,0.49699027836322784,0.5015870500355959,0.4045308856293559,0.05497268121689558,0.3553796224296093,0.8692633016034961,0.18637360911816359,0.8946309657767415,0.4628887390717864,0.1531469989567995,0.4946353957056999,0.08746473491191864,0.043607404455542564,0.599362594075501,0.481092831119895,0.7518995348364115,0.3701465865597129,0.2859837971627712,0.8721455493941903,0.9234876623377204,0.607450732961297,0.7714901166036725,0.33516933396458626,0.405893144197762,0.3667530957609415
13,13_0,COMPLETED,Sobol,-1.178719401359558,-1.1371381282806396,False,0.48857066966593266,0.20429978612810373,0.046802680008113384,0.15366966277360916,0.7360036429017782,0.3374284952878952,0.4789256760850549,0.18248429149389267,0.31165977474302053,0.5786883449181914,0.6313616996631026,0.5300075709819794,0.1210874691605568,0.41866920702159405,0.1557749304920435,0.04561668820679188,0.29238645266741514,0.176535882987082,0.7155002411454916,0.9823231045156717,0.8191796122118831,0.6380703020840883,0.3159489184617996,0.22961897775530815,0.43729646783322096,0.12558273132890463,0.5086012156680226,0.021018240600824356,0.10622502584010363,0.6732572074979544
14,14_0,COMPLETED,Sobol,-1.4972479343414307,-0.5862125158309937,False,0.23757408373057842,0.32781509310007095,0.5354630844667554,0.45998374931514263,0.6726011671125889,0.834074298851192,0.11621127650141716,0.10450070817023516,0.18357381131500006,0.673708014190197,0.5765403853729367,0.4020213820040226,0.6271533211693168,0.36061995197087526,0.09742582403123379,0.029323723167181015,0.05728249065577984,0.7044037422165275,0.07715944014489651,0.022671954706311226,0.5389367761090398,0.16579593159258366,0.5247719651088119,0.5935400137677789,0.76653494220227,0.49177167657762766,0.4756763009354472,0.15516312513500452,0.9804464671760798,0.8218876644968987
15,15_0,COMPLETED,Sobol,-1.5180600881576538,-0.9126608371734619,False,0.3446041466668248,0.6329884734004736,0.1969283251091838,0.46285638958215714,0.9952038209885359,0.4292138647288084,0.5961134638637304,0.08468890190124512,0.025901383720338345,0.4396634018048644,0.7414109418168664,0.8987219585105777,0.5017990628257394,0.696529601700604,0.5190206039696932,0.29502507857978344,0.3722688565030694,0.4000839414075017,0.6994034284725785,0.6542274262756109,0.8937070332467556,0.9469817718490958,0.03235986176878214,0.5661113616079092,0.7254879251122475,0.3508599353954196,0.5535513674840331,0.1487367693334818,0.41433548275381327,0.9907953310757875
16,16_0,COMPLETED,Sobol,-0.9254087209701538,-1.4801887273788452,False,0.6442946763709188,0.44325707480311394,0.9651158535853028,0.22962477058172226,0.2973388498649001,0.2747849617153406,0.9397114347666502,0.30551015213131905,0.16435944754630327,0.6318616038188338,0.9619580982252955,0.03517797775566578,0.8276363471522927,0.24297128524631262,0.3279374772682786,0.65252017788589,0.34937905613332987,0.6863360051065683,0.07286854926496744,0.301240649074316,0.33569583017379045,0.6878562970086932,0.5778856920078397,0.9595461208373308,0.8879483109340072,0.2811666904017329,0.2688695667311549,0.3218944473192096,0.48692587018013,0.06245718989521265
17,17_0,COMPLETED,Sobol,-1.5381752252578735,-0.016100861132144928,False,0.006663578562438488,0.6622390067204833,0.10546811483800411,0.5377862164750695,0.2989712134003639,0.2224817145615816,0.8138222014531493,0.6238754633814096,0.15316521376371384,0.4425376746803522,0.1583765922114253,0.5320941200479865,0.0001325039193034172,0.08821823354810476,0.6798655977472663,0.7854498373344541,0.3743634959682822,0.9804511005058885,0.8117596255615354,0.0887473076581955,0.464415998198092,0.06224144157022238,0.8117498094215989,0.9196314746513963,0.9033812265843153,0.33746736124157906,0.21095536556094885,0.5346382353454828,0.5319274347275496,0.9260318735614419
18,18_0,COMPLETED,Sobol,-0.6852881908416748,-1.5483101606369019,False,0.7347292564809322,0.5294087743386626,0.9441186273470521,0.3236157735809684,0.7191783795133233,0.12915834598243237,0.23445517476648092,0.16718065459281206,0.2531689777970314,0.690260224044323,0.9367851614952087,0.5490277297794819,0.20972795970737934,0.028548922389745712,0.04893357865512371,0.44930444192141294,0.2547847777605057,0.0943187428638339,0.7507400019094348,0.8247027862817049,0.759679613634944,0.08787405118346214,0.05836527328938246,0.4802775913849473,0.6366463210433722,0.589585549198091,0.898405147716403,0.1756914807483554,0.9962114421650767,0.6262182602658868
19,19_0,COMPLETED,Sobol,-1.0489284992218018,-0.36205506324768066,True,0.21158848889172077,0.5267455521970987,0.5322399539873004,0.6763316849246621,0.5034864442422986,0.5812531383708119,0.27085427287966013,0.5984503962099552,0.4106299178674817,0.49750676564872265,0.8629262978211045,0.877918011508882,0.9586838409304619,0.6671810587868094,0.4722929513081908,0.2190538737922907,0.24649338889867067,0.007746403105556965,0.8694946859031916,0.7979408167302608,0.14770963974297047,0.6381399836391211,0.6215115422382951,0.6187606519088149,0.06373284570872784,0.20830671768635511,0.902661893516779,0.18749277386814356,0.2675467310473323,0.927300144918263
20,20_0,COMPLETED,Sobol,-0.9819938540458679,-1.5209827423095703,False,0.635027258656919,0.573320577852428,0.42605036217719316,0.6965950094163418,0.7082491330802441,0.06706067640334368,0.9602800095453858,0.5546174887567759,0.10844627022743225,0.9024781407788396,0.04255069978535175,0.918737712316215,0.36556342244148254,0.30374575313180685,0.1485336972400546,0.10622883029282093,0.5366309462115169,0.4603692004457116,0.4613820482045412,0.08262475021183491,0.06719014421105385,0.8238185131922364,0.830270791426301,0.15366787184029818,0.04821094870567322,0.5463562179356813,0.6865956177935004,0.7758803451433778,0.05703585036098957,0.5914131654426455
21,21_0,COMPLETED,Sobol,-0.7608334422111511,-1.2975521087646484,False,0.6623813714832067,0.908473240211606,0.12719216477125883,0.5164183359593153,0.3607587367296219,0.6726930029690266,0.7639363678172231,0.3304709978401661,0.4785986980423331,0.2764229429885745,0.7927037412300706,0.4959432175382972,0.1899585509672761,0.22123159375041723,0.4849967323243618,0.7889866074547172,0.2255548369139433,0.9755585063248873,0.7710008155554533,0.5970271686092019,0.45675103180110455,0.35443724412471056,0.2055440889671445,0.13404752034693956,0.9877516711130738,0.4865830522030592,0.2326689762994647,0.20514631550759077,0.3875960102304816,0.393097166903317
