"id","name","topo","hydro","muid","lu_mgt","soil_plant_init","surf_stor","snow","field","hyd_grp","area_ha","slp"
"       1","hru0001","topohru0001","           hyd0001",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.02,0.056
"       2","hru0002","topohru0002","           hyd0002",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.96,0.04661
"       3","hru0003","topohru0003","           hyd0003",172205,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.05,0.10027
"       4","hru0004","topohru0004","           hyd0004",172202,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.33,0.06272
"       5","hru0005","topohru0005","           hyd0005",167956,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.3,0.0783
"       6","hru0006","topohru0006","           hyd0006",172205,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.35,0.1404
"       7","hru0007","topohru0007","           hyd0007",172107,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.4,0.05682
"       8","hru0008","topohru0008","           hyd0008",172205,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.87,0.16091
"       9","hru0009","topohru0009","           hyd0009",172130,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.73,0.0251
"      10","hru0010","topohru0010","           hyd0010",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",1.39,0.04991
"      11","hru0011","topohru0011","           hyd0011",172107,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.78,0.08901
"      12","hru0012","topohru0012","           hyd0012",172130,"         urml_lum","       soilplant1","             null","          snow001","             null","C",1.74,0.01571
"      13","hru0013","topohru0013","           hyd0013",172205,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.08,0.10335
"      14","hru0014","topohru0014","           hyd0014",172202,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.15,0.10966
"      15","hru0015","topohru0015","           hyd0015",172113,"         urml_lum","       soilplant1","             null","          snow001","             null","A",0.18,0.03231
"      16","hru0016","topohru0016","           hyd0016",172107,"         urml_lum","       soilplant1","             null","          snow001","             null","C",1.49,0.051
"      17","hru0017","topohru0017","           hyd0017",172202,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.13,0.08309
"      18","hru0018","topohru0018","           hyd0018",167956,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.13,0.08067
"      19","hru0019","topohru0019","           hyd0019",172203,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.12,0.12868
"      20","hru0020","topohru0020","           hyd0020",172203,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.03,0.16542
"      21","hru0021","topohru0021","           hyd0021",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.02,0.015
"      22","hru0022","topohru0022","           hyd0022",172113,"         urml_lum","       soilplant1","             null","          snow001","             null","A",0.21,0.06201
"      23","hru0023","topohru0023","           hyd0023",172202,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.1,0.08185
"      24","hru0024","topohru0024","           hyd0024",172203,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.05,0.11272
"      25","hru0025","topohru0025","           hyd0025",172130,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.14,0.02111
"      26","hru0026","topohru0026","           hyd0026",172106,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.38,0.0204
"      27","hru0027","topohru0027","           hyd0027",172107,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.02,0.032
"      28","hru0028","topohru0028","           hyd0028",172113,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",2.99,0.0234
"      29","hru0029","topohru0029","           hyd0029",172203,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",7.38,0.18475
"      30","hru0030","topohru0030","           hyd0030",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",1.48,0.12776
"      31","hru0031","topohru0031","           hyd0031",172202,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.06,0.04242
"      32","hru0032","topohru0032","           hyd0032",172136,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",2.13,0.07448
"      33","hru0033","topohru0033","           hyd0033",172166,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",2.25,0.04911
"      34","hru0034","topohru0034","           hyd0034",172106,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",3.3,0.06405
"      35","hru0035","topohru0035","           hyd0035",172130,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.4,0.03188
"      36","hru0036","topohru0036","           hyd0036",172107,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.19,0.04814
"      37","hru0037","topohru0037","           hyd0037",172205,"         urml_lum","       soilplant1","             null","          snow001","             null","C",1.36,0.15793
"      38","hru0038","topohru0038","           hyd0038",172107,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.12,0.05846
"      39","hru0039","topohru0039","           hyd0039",167956,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.12,0.13289
"      40","hru0040","topohru0040","           hyd0040",172130,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.05,0.15391
"      41","hru0041","topohru0041","           hyd0041",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.5,0.08963
"      42","hru0042","topohru0042","           hyd0042",172205,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.97,0.20088
"      43","hru0043","topohru0043","           hyd0043",172130,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.58,0.0226
"      44","hru0044","topohru0044","           hyd0044",172107,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.18,0.06296
"      45","hru0045","topohru0045","           hyd0045",172130,"         urml_lum","       soilplant1","             null","          snow001","             null","C",1.51,0.0151
"      46","hru0046","topohru0046","           hyd0046",172205,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.33,0.08962
"      47","hru0047","topohru0047","           hyd0047",172130,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.48,0
"      48","hru0048","topohru0048","           hyd0048",172156,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.8,0.00262
"      49","hru0049","topohru0049","           hyd0049",172130,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.93,0.00463
"      50","hru0050","topohru0050","           hyd0050",172113,"         urml_lum","       soilplant1","             null","          snow001","             null","A",3.55,0.0079
"      51","hru0051","topohru0051","           hyd0051",172151,"         urml_lum","       soilplant1","             null","          snow001","             null","B",0.93,0.00379
"      52","hru0052","topohru0052","           hyd0052",172106,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.1,0.03849
"      53","hru0053","topohru0053","           hyd0053",172136,"         urml_lum","       soilplant1","             null","          snow001","             null","A",0.18,0.03433
"      54","hru0054","topohru0054","           hyd0054",172107,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.13,0.08438
"      55","hru0055","topohru0055","           hyd0055",172205,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.02,0.0761
"      56","hru0056","topohru0056","           hyd0056",172156,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.11,0.00427
"      57","hru0057","topohru0057","           hyd0057",172113,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",1.63,0.00857
"      58","hru0058","topohru0058","           hyd0058",172130,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",2.61,0.03348
"      59","hru0059","topohru0059","           hyd0059",172106,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.93,0.01874
"      60","hru0060","topohru0060","           hyd0060",172107,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",1.42,0.06647
"      61","hru0061","topohru0061","           hyd0061",172205,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",1.3,0.11999
"      62","hru0062","topohru0062","           hyd0062",172151,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.08,0.04089
"      63","hru0063","topohru0063","           hyd0063",172145,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.01,0.042
"      64","hru0064","topohru0064","           hyd0064",172130,"     SC_NT_tile_B","    soilnut_40-50","             null","          snow001","             null","C",4.35,0.01218
"      65","hru0065","topohru0065","           hyd0065",172156,"       SC_FT_tile","    soilnut_10-20","             null","          snow001","             null","C",1.43,0.02299
"      66","hru0066","topohru0066","           hyd0066",172113,"        SC_RotT_B","    soilnut_10-20","             null","          snow001","             null","A",1.87,0.00653
"      67","hru0067","topohru0067","           hyd0067",172151," CS_NT_tile_GW_LS","  soilnut_100-110","             null","          snow001","             null","B",0.08,0
"      68","hru0068","topohru0068","           hyd0068",172107,"     SC_NT_tile_B","  soilnut_100-110","             null","          snow001","             null","C",0.46,0.03427
"      69","hru0069","topohru0069","           hyd0069",172113,"        SC_RotT_B","    soilnut_30-40","             null","          snow001","             null","A",0.09,0.02652
"      70","hru0070","topohru0070","           hyd0070",172205,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.01,0.02921
"      71","hru0071","topohru0071","           hyd0071",172107,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.02,0.021
"      72","hru0072","topohru0072","           hyd0072",172107,"       CS_FT_tile","    soilnut_20-30","             null","          snow001","             null","C",0.07,0.01157
"      73","hru0073","topohru0073","           hyd0073",172130,"   SC_RotT_tile_B","    soilnut_10-20","             null","          snow001","             null","C",0.02,0
"      74","hru0074","topohru0074","           hyd0074",172205,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.18,0.01846
"      75","hru0075","topohru0075","           hyd0075",172107,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.06,0.01765
"      76","hru0076","topohru0076","           hyd0076",172145,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.04,0.02275
"      77","hru0077","topohru0077","           hyd0077",172130,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.15,0.01019
"      78","hru0078","topohru0078","           hyd0078",172113,"         urml_lum","       soilplant1","             null","          snow001","             null","A",0.15,0.02604
"      79","hru0079","topohru0079","           hyd0079",172113,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.07,0.00162
"      80","hru0080","topohru0080","           hyd0080",172130,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",4.23,0.02205
"      81","hru0081","topohru0081","           hyd0081",172205,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",1.5,0.14402
"      82","hru0082","topohru0082","           hyd0082",172106,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",1.67,0.03704
"      83","hru0083","topohru0083","           hyd0083",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.06,0.14637
"      84","hru0084","topohru0084","           hyd0084",172145,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.15,0.09515
"      85","hru0085","topohru0085","           hyd0085",172130,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.16,0.09055
"      86","hru0086","topohru0086","           hyd0086",172205,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.94,0.138
"      87","hru0087","topohru0087","           hyd0087",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.51,0.14834
"      88","hru0088","topohru0088","           hyd0088",172106,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.24,0.15708
"      89","hru0089","topohru0089","           hyd0089",172106,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.61,0.04359
"      90","hru0090","topohru0090","           hyd0090",172130,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",1.51,0.01864
"      91","hru0091","topohru0091","           hyd0091",172205,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",1.52,0.16322
"      92","hru0092","topohru0092","           hyd0092",172145,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.39,0.0694
"      93","hru0093","topohru0093","           hyd0093",172145,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.23,0.00446
"      94","hru0094","topohru0094","           hyd0094",172205,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.02,0.016
"      95","hru0095","topohru0095","           hyd0095",172113,"      CS_NT_GW_LS","    soilnut_10-20","             null","          snow001","             null","A",2.36,0.01088
"      96","hru0096","topohru0096","           hyd0096",172151,"     SC_NT_tile_B","   soilnut_90-100","             null","          snow001","             null","B",1.02,0.00746
"      97","hru0097","topohru0097","           hyd0097",172130," CS_NT_tile_GW_LS","    soilnut_30-40","             null","          snow001","             null","C",2.84,0.0054
"      98","hru0098","topohru0098","           hyd0098",172114,"          SC_NT_B","    soilnut_40-50","             null","          snow001","             null","A",0.93,0.00281
"      99","hru0099","topohru0099","           hyd0099",172185,"     CS_RT_tile_B","  soilnut_140-150","             null","          snow001","             null","C",0.81,0.04691
"     100","hru0100","topohru0100","           hyd0100",172205," CS_NT_tile_GW_HS","       soilplant1","             null","          snow001","             null","C",0.05,0.14035
"     101","hru0101","topohru0101","           hyd0101",172123,"       CS_FT_tile","    soilnut_30-40","             null","          snow001","             null","C",0.01,0
"     102","hru0102","topohru0102","           hyd0102",172156,"       CS_FT_tile","    soilnut_20-30","             null","          snow001","             null","C",0.06,0.0105
"     103","hru0103","topohru0103","           hyd0103",172184,"   CS_NTcc_tile_B","    soilnut_30-40","             null","          snow001","             null","C",0.52,0.04116
"     104","hru0104","topohru0104","           hyd0104",172113,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",3.26,0.02702
"     105","hru0105","topohru0105","           hyd0105",172130,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",3.08,0.01724
"     106","hru0106","topohru0106","           hyd0106",172205,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",2.43,0.12452
"     107","hru0107","topohru0107","           hyd0107",172156,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",1.66,0.03254
"     108","hru0108","topohru0108","           hyd0108",172145,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.05,0.0058
"     109","hru0109","topohru0109","           hyd0109",172185,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",1.81,0.07943
"     110","hru0110","topohru0110","           hyd0110",172106,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",1.63,0.04129
"     111","hru0111","topohru0111","           hyd0111",172184,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",1.32,0.04165
"     112","hru0112","topohru0112","           hyd0112",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.88,0.0149
"     113","hru0113","topohru0113","           hyd0113",172107,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.49,0.09011
"     114","hru0114","topohru0114","           hyd0114",172113,"         urml_lum","       soilplant1","             null","          snow001","             null","A",3.53,0.01763
"     115","hru0115","topohru0115","           hyd0115",172151,"         urml_lum","       soilplant1","             null","          snow001","             null","B",0.73,0.00976
"     116","hru0116","topohru0116","           hyd0116",172130,"         urml_lum","       soilplant1","             null","          snow001","             null","C",3.71,0.01123
"     117","hru0117","topohru0117","           hyd0117",172185,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.08,0.13931
"     118","hru0118","topohru0118","           hyd0118",172156,"         urml_lum","       soilplant1","             null","          snow001","             null","C",1.13,0.0128
"     119","hru0119","topohru0119","           hyd0119",172205,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.03,0.12105
"     120","hru0120","topohru0120","           hyd0120",172114,"         urml_lum","       soilplant1","             null","          snow001","             null","A",0.38,0.00733
"     121","hru0121","topohru0121","           hyd0121",172123,"         urml_lum","       soilplant1","             null","          snow001","             null","C",1.8,0.02484
"     122","hru0122","topohru0122","           hyd0122",172184,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.33,0.05092
"     123","hru0123","topohru0123","           hyd0123",167956,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.02,5e-04
"     124","hru0124","topohru0124","           hyd0124",172107,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.05,0.05723
"     125","hru0125","topohru0125","           hyd0125",172113,"          SC_NT_B","  soilnut_120-130","             null","          snow001","             null","A",0.76,0.00986
"     126","hru0126","topohru0126","           hyd0126",172185,"     CS_RT_tile_B","    soilnut_30-40","             null","          snow001","             null","C",0.18,0.0541
"     127","hru0127","topohru0127","           hyd0127",172151,"   SC_RotT_tile_B","    soilnut_20-30","             null","          snow001","             null","B",1.06,0.00767
"     128","hru0128","topohru0128","           hyd0128",172114,"          SC_NT_B","    soilnut_20-30","             null","          snow001","             null","A",0.49,0.00988
"     129","hru0129","topohru0129","           hyd0129",172123,"       CS_FT_tile","    soilnut_40-50","             null","          snow001","             null","C",0.07,0
"     130","hru0130","topohru0130","           hyd0130",172184,"        CSWS_tile","    soilnut_20-30","             null","          snow001","             null","C",0.09,0.02611
"     131","hru0131","topohru0131","           hyd0131",172130,"       SC_RT_tile","    soilnut_20-30","             null","          snow001","             null","C",1.48,0.00281
"     132","hru0132","topohru0132","           hyd0132",172145,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.02,0.03217
"     133","hru0133","topohru0133","           hyd0133",172205,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.38,0.00942
"     134","hru0134","topohru0134","           hyd0134",172130,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.09,0.00071
"     135","hru0135","topohru0135","           hyd0135",172185,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.09,0.01068
"     136","hru0136","topohru0136","           hyd0136",172184,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.21,0.00729
"     137","hru0137","topohru0137","           hyd0137",172156,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.07,0.00239
"     138","hru0138","topohru0138","           hyd0138",172113,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.05,0
"     139","hru0139","topohru0139","           hyd0139",172156,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.08,0.0084
"     140","hru0140","topohru0140","           hyd0140",172184,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.05,0.01539
"     141","hru0141","topohru0141","           hyd0141",172130,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.04,0
"     142","hru0142","topohru0142","           hyd0142",172113,"         urml_lum","       soilplant1","             null","          snow001","             null","A",0.04,0
"     143","hru0143","topohru0143","           hyd0143",172203,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.11,0.19732
"     144","hru0144","topohru0144","           hyd0144",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.04,0.05086
"     145","hru0145","topohru0145","           hyd0145",172205,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.72,0.19597
"     146","hru0146","topohru0146","           hyd0146",172106,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.04,0.08906
"     147","hru0147","topohru0147","           hyd0147",172203,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.29,0.24381
"     148","hru0148","topohru0148","           hyd0148",172106,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.21,0.0823
"     149","hru0149","topohru0149","           hyd0149",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.16,0.1499
"     150","hru0150","topohru0150","           hyd0150",172106,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.05,0.05968
"     151","hru0151","topohru0151","           hyd0151",172203,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.84,0.196
"     152","hru0152","topohru0152","           hyd0152",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.26,0.14435
"     153","hru0153","topohru0153","           hyd0153",172107,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",1.2,0.06044
"     154","hru0154","topohru0154","           hyd0154",172113,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.1,0.04223
"     155","hru0155","topohru0155","           hyd0155",172107,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.01,0.04738
"     156","hru0156","topohru0156","           hyd0156",172113,"         urml_lum","       soilplant1","             null","          snow001","             null","A",0.21,0.00383
"     157","hru0157","topohru0157","           hyd0157",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.4,0.13551
"     158","hru0158","topohru0158","           hyd0158",172203,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.75,0.16318
"     159","hru0159","topohru0159","           hyd0159",172107,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.18,0.09713
"     160","hru0160","topohru0160","           hyd0160",172145,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.15,0.10809
"     161","hru0161","topohru0161","           hyd0161",172113,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",2.37,0.01881
"     162","hru0162","topohru0162","           hyd0162",172151,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.1,0.02497
"     163","hru0163","topohru0163","           hyd0163",172106,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.9,0.02812
"     164","hru0164","topohru0164","           hyd0164",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.11,0.06722
"     165","hru0165","topohru0165","           hyd0165",172203,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.34,0.03042
"     166","hru0166","topohru0166","           hyd0166",172107,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.09,0.05381
"     167","hru0167","topohru0167","           hyd0167",172113,"         urml_lum","       soilplant1","             null","          snow001","             null","A",0.39,0.0024
"     168","hru0168","topohru0168","           hyd0168",172106,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.15,0.03754
"     169","hru0169","topohru0169","           hyd0169",167956,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.02,0
"     170","hru0170","topohru0170","           hyd0170",172203,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.03,0.07849
"     171","hru0171","topohru0171","           hyd0171",172107,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.16,0.07161
"     172","hru0172","topohru0172","           hyd0172",172113,"          SC_NT_B","    soilnut_30-40","             null","          snow001","             null","A",0.74,0.00661
"     173","hru0173","topohru0173","           hyd0173",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.09,0.03144
"     174","hru0174","topohru0174","           hyd0174",172203,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.04,0.22011
"     175","hru0175","topohru0175","           hyd0175",167956,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.02,0
"     176","hru0176","topohru0176","           hyd0176",172106,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.08,0
"     177","hru0177","topohru0177","           hyd0177",172205,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.57,0.18936
"     178","hru0178","topohru0178","           hyd0178",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.21,0.29216
"     179","hru0179","topohru0179","           hyd0179",172106,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",2.88,0.04386
"     180","hru0180","topohru0180","           hyd0180",172205,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.09,0.23766
"     181","hru0181","topohru0181","           hyd0181",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.62,0.18239
"     182","hru0182","topohru0182","           hyd0182",172204,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",2.61,0.17354
"     183","hru0183","topohru0183","           hyd0183",172107,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.7,0.02052
"     184","hru0184","topohru0184","           hyd0184",172106,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",8.53,0.02951
"     185","hru0185","topohru0185","           hyd0185",172113,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.88,0.0512
"     186","hru0186","topohru0186","           hyd0186",172204,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",2.12,0.16411
"     187","hru0187","topohru0187","           hyd0187",172130,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",4.7,0.00822
"     188","hru0188","topohru0188","           hyd0188",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.36,0.14122
"     189","hru0189","topohru0189","           hyd0189",172107,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.02,0
"     190","hru0190","topohru0190","           hyd0190",172204,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.19,0.01888
"     191","hru0191","topohru0191","           hyd0191",172106,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.01,0.01626
"     192","hru0192","topohru0192","           hyd0192",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.14,0.01641
"     193","hru0193","topohru0193","           hyd0193",172151,"     SC_NT_tile_B","    soilnut_20-30","             null","          snow001","             null","B",0.06,0
"     194","hru0194","topohru0194","           hyd0194",172113,"             CSWS","  soilnut_120-130","             null","          snow001","             null","A",5.19,0.00925
"     195","hru0195","topohru0195","           hyd0195",172202,"       SC_FT_tile","   soilnut_90-100","             null","          snow001","             null","C",0.61,0.03851
"     196","hru0196","topohru0196","           hyd0196",172106," CS_NT_tile_GW_LS","    soilnut_20-30","             null","          snow001","             null","C",1.92,0.00491
"     197","hru0197","topohru0197","           hyd0197",172113,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.35,0.05134
"     198","hru0198","topohru0198","           hyd0198",172106,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.45,0.03946
"     199","hru0199","topohru0199","           hyd0199",172202,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.71,0.04922
"     200","hru0200","topohru0200","           hyd0200",172203,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.8,0.0084
"     201","hru0201","topohru0201","           hyd0201",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.01,0
"     202","hru0202","topohru0202","           hyd0202",172106,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.12,0.05716
"     203","hru0203","topohru0203","           hyd0203",172203,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.14,0.01
"     204","hru0204","topohru0204","           hyd0204",167956,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.01,0
"     205","hru0205","topohru0205","           hyd0205",172113,"         past_lum","       soilplant1","             null","          snow001","             null","A",2.13,0.01354
"     206","hru0206","topohru0206","           hyd0206",172202,"         past_lum","       soilplant1","             null","          snow001","             null","C",0.48,0.05713
"     207","hru0207","topohru0207","           hyd0207",172106,"         past_lum","       soilplant1","             null","          snow001","             null","C",0.44,0.00832
"     208","hru0208","topohru0208","           hyd0208",167956,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.03,0
"     209","hru0209","topohru0209","           hyd0209",172203,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.01,0
"     210","hru0210","topohru0210","           hyd0210",172203,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.01,0
"     211","hru0211","topohru0211","           hyd0211",167956,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.04,0.00992
"     212","hru0212","topohru0212","           hyd0212",172203,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.02,0
"     213","hru0213","topohru0213","           hyd0213",172107,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.01,0.11172
"     214","hru0214","topohru0214","           hyd0214",172106,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.14,0.10115
"     215","hru0215","topohru0215","           hyd0215",172203,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",2.03,0.02017
"     216","hru0216","topohru0216","           hyd0216",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.06,0
"     217","hru0217","topohru0217","           hyd0217",172107,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.21,0.06869
"     218","hru0218","topohru0218","           hyd0218",172113,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",1.33,0.03623
"     219","hru0219","topohru0219","           hyd0219",172106,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",2.29,0.02994
"     220","hru0220","topohru0220","           hyd0220",172202,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",1.72,0.06004
