"id","name","topo","hydro","muid","lu_mgt","soil_plant_init","surf_stor","snow","field","hyd_grp","area_ha","slp"
"    3475","hru3475","topohru3475","           hyd3475",172156,"       SC_FT_tile","    soilnut_10-20","             null","          snow001","             null","C",0.06,0
"    3476","hru3476","topohru3476","           hyd3476",172114,"        SC_RotT_B","    soilnut_30-40","             null","          snow001","             null","A",0.45,0.01999
"    3477","hru3477","topohru3477","           hyd3477",172114,"         urml_lum","       soilplant1","             null","          snow001","             null","A",0.29,0.0274
"    3478","hru3478","topohru3478","           hyd3478",172156,"         urml_lum","       soilplant1","             null","          snow001","             null","C",1.17,0.01188
"    3479","hru3479","topohru3479","           hyd3479",172130,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.42,0.02684
"    3480","hru3480","topohru3480","           hyd3480",172113,"         urml_lum","       soilplant1","             null","          snow001","             null","A",0.26,0.0023
"    3481","hru3481","topohru3481","           hyd3481",172118,"         past_lum","       soilplant1","             null","          snow001","             null","C",0.03,0.00495
"    3482","hru3482","topohru3482","           hyd3482",172145,"         past_lum","       soilplant1","             null","          snow001","             null","B",0.02,0.05423
"    3483","hru3483","topohru3483","           hyd3483",172118,"       CS_FT_tile","   soilnut_90-100","             null","          snow001","             null","C",0.07,0.02818
"    3484","hru3484","topohru3484","           hyd3484",172145,"         past_lum","       soilplant1","             null","          snow001","             null","B",0.64,0.02985
"    3485","hru3485","topohru3485","           hyd3485",172205,"         past_lum","       soilplant1","             null","          snow001","             null","C",0.13,0.02488
"    3486","hru3486","topohru3486","           hyd3486",172118,"         past_lum","       soilplant1","             null","          snow001","             null","C",0.05,0.04154
"    3487","hru3487","topohru3487","           hyd3487",172145,"          SC_NT_B","    soilnut_30-40","             null","          snow001","             null","B",0.02,0.02403
"    3488","hru3488","topohru3488","           hyd3488",172145,"         urml_lum","       soilplant1","             null","          snow001","             null","B",0.16,0.04287
"    3489","hru3489","topohru3489","           hyd3489",172205,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.22,0.07914
"    3490","hru3490","topohru3490","           hyd3490",172118,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.01,0
"    3491","hru3491","topohru3491","           hyd3491",172111,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.04,0.16
"    3492","hru3492","topohru3492","           hyd3492",172118,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.14,0.02781
"    3493","hru3493","topohru3493","           hyd3493",172145,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.21,0.03729
"    3494","hru3494","topohru3494","           hyd3494",172205,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.13,0.06032
"    3495","hru3495","topohru3495","           hyd3495",172118,"       SC_FT_tile","    soilnut_20-30","             null","          snow001","             null","C",0.09,0.10374
"    3496","hru3496","topohru3496","           hyd3496",172145,"             CSWS","     soilnut_0-10","             null","          snow001","             null","B",0.04,0.06683
"    3497","hru3497","topohru3497","           hyd3497",172130,"     CS_RotT_tile","  soilnut_100-110","             null","          snow001","             null","C",0.84,0.0305
"    3498","hru3498","topohru3498","           hyd3498",172107,"        CSWS_tile","  soilnut_140-150","             null","          snow001","             null","C",0.98,0.0401
"    3499","hru3499","topohru3499","           hyd3499",172205,"       SC_FT_tile","    soilnut_30-40","             null","          snow001","             null","C",0.11,0.07875
"    3500","hru3500","topohru3500","           hyd3500",172111,"        CSWS_tile","  soilnut_140-150","             null","          snow001","             null","C",3.36,0.01944
"    3501","hru3501","topohru3501","           hyd3501",172117,"     CS_RT_tile_B","    soilnut_30-40","             null","          snow001","             null","C",0.02,0.0553
"    3502","hru3502","topohru3502","           hyd3502",172125,"     SC_NT_tile_B","    soilnut_70-80","             null","          snow001","             null","C",0.05,0.03309
"    3503","hru3503","topohru3503","           hyd3503",172205,"         past_lum","       soilplant1","             null","          snow001","             null","C",1.31,0.05726
"    3504","hru3504","topohru3504","           hyd3504",172145,"         past_lum","       soilplant1","             null","          snow001","             null","B",0.65,0.07434
"    3505","hru3505","topohru3505","           hyd3505",172118,"         past_lum","       soilplant1","             null","          snow001","             null","C",0.74,0.09684
"    3506","hru3506","topohru3506","           hyd3506",172130,"         past_lum","       soilplant1","             null","          snow001","             null","C",1.03,0.02239
"    3507","hru3507","topohru3507","           hyd3507",172107,"         past_lum","       soilplant1","             null","          snow001","             null","C",0.73,0.05739
"    3508","hru3508","topohru3508","           hyd3508",172117,"         past_lum","       soilplant1","             null","          snow001","             null","C",0.21,0.0255
"    3509","hru3509","topohru3509","           hyd3509",172111,"         past_lum","       soilplant1","             null","          snow001","             null","C",0.2,0.04042
"    3510","hru3510","topohru3510","           hyd3510",172155,"         past_lum","       soilplant1","             null","          snow001","             null","C",0.06,0
"    3511","hru3511","topohru3511","           hyd3511",172118,"     SC_NT_tile_B","    soilnut_50-60","             null","          snow001","             null","C",0.11,0.08963
"    3512","hru3512","topohru3512","           hyd3512",172130,"       SC_FT_tile","    soilnut_30-40","             null","          snow001","             null","C",1.52,0.01001
"    3513","hru3513","topohru3513","           hyd3513",172117,"       CS_FT_tile","     soilnut_0-10","             null","          snow001","             null","C",0.04,0.0472
"    3514","hru3514","topohru3514","           hyd3514",172111," CS_NT_tile_GW_MS","    soilnut_30-40","             null","          snow001","             null","C",0.33,0.02436
"    3515","hru3515","topohru3515","           hyd3515",172107,"       SC_FT_tile","    soilnut_10-20","             null","          snow001","             null","C",0.21,0.04348
"    3516","hru3516","topohru3516","           hyd3516",172205," CS_NT_tile_GW_MS","    soilnut_30-40","             null","          snow001","             null","C",0.02,0.06462
"    3517","hru3517","topohru3517","           hyd3517",172155,"   SC_RotT_tile_B","  soilnut_120-130","             null","          snow001","             null","C",0.02,5e-04
"    3518","hru3518","topohru3518","           hyd3518",172145,"         urml_lum","       soilplant1","             null","          snow001","             null","B",0.2,0.05494
"    3519","hru3519","topohru3519","           hyd3519",172205,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.83,0.07591
"    3520","hru3520","topohru3520","           hyd3520",172118,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.22,0.07249
"    3521","hru3521","topohru3521","           hyd3521",172130,"         urml_lum","       soilplant1","             null","          snow001","             null","C",1.09,0.04332
"    3522","hru3522","topohru3522","           hyd3522",172107,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.23,0.04971
"    3523","hru3523","topohru3523","           hyd3523",172111,"         urml_lum","       soilplant1","             null","          snow001","             null","C",1.38,0.02712
"    3524","hru3524","topohru3524","           hyd3524",172125,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.02,0.01878
"    3525","hru3525","topohru3525","           hyd3525",172155,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.09,0.01689
"    3526","hru3526","topohru3526","           hyd3526",172130,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.02,0.12094
"    3527","hru3527","topohru3527","           hyd3527",172145,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.22,0.08877
"    3528","hru3528","topohru3528","           hyd3528",172118,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.05,0.08335
"    3529","hru3529","topohru3529","           hyd3529",172205,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.13,0.08235
"    3530","hru3530","topohru3530","           hyd3530",167956,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.92,0.05147
"    3531","hru3531","topohru3531","           hyd3531",172170,"         urml_lum","       soilplant1","             null","          snow001","             null","A",0.07,0.03717
"    3532","hru3532","topohru3532","           hyd3532",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",2.08,0.03761
"    3533","hru3533","topohru3533","           hyd3533",172170,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",2.04,0.05872
"    3534","hru3534","topohru3534","           hyd3534",172188,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.79,0.0786
"    3535","hru3535","topohru3535","           hyd3535",172105,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.03,0.03887
"    3536","hru3536","topohru3536","           hyd3536",172122,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.02,0.05065
"    3537","hru3537","topohru3537","           hyd3537",172151,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.68,0.0475
"    3538","hru3538","topohru3538","           hyd3538",172170,"         past_lum","       soilplant1","             null","          snow001","             null","A",0.01,0.00636
"    3539","hru3539","topohru3539","           hyd3539",172170,"            SC_FT","    soilnut_30-40","             null","          snow001","             null","A",1.43,0.03829
"    3540","hru3540","topohru3540","           hyd3540",172188,"             CSWS","    soilnut_10-20","             null","          snow001","             null","A",0.3,0.0572
"    3541","hru3541","topohru3541","           hyd3541",172105," CS_NT_tile_GW_MS","    soilnut_40-50","             null","          snow001","             null","C",0.04,0.03432
"    3542","hru3542","topohru3542","           hyd3542",172149,"            SC_FT","    soilnut_30-40","             null","          snow001","             null","B",0.68,0.02383
"    3543","hru3543","topohru3543","           hyd3543",172151,"      CS_NT_GW_MS","    soilnut_20-30","             null","          snow001","             null","B",1.12,0.0353
"    3544","hru3544","topohru3544","           hyd3544",172122,"        CS_NTcc_B","    soilnut_20-30","             null","          snow001","             null","B",0.48,0.0293
"    3545","hru3545","topohru3545","           hyd3545",172188,"      CS_NT_GW_HS","  soilnut_140-150","             null","          snow001","             null","A",0.08,0.13336
"    3546","hru3546","topohru3546","           hyd3546",172170,"          SC_NT_B","    soilnut_10-20","             null","          snow001","             null","A",0.01,0.01626
"    3547","hru3547","topohru3547","           hyd3547",167956,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.05,0.00194
"    3548","hru3548","topohru3548","           hyd3548",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.03,0
"    3549","hru3549","topohru3549","           hyd3549",167956,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.47,0.05067
"    3550","hru3550","topohru3550","           hyd3550",172111,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.67,0.03617
"    3551","hru3551","topohru3551","           hyd3551",172155,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.4,0.0443
"    3552","hru3552","topohru3552","           hyd3552",172125,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.04,0.02
"    3553","hru3553","topohru3553","           hyd3553",172111,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.73,0.0221
"    3554","hru3554","topohru3554","           hyd3554",172155,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.01,0
"    3555","hru3555","topohru3555","           hyd3555",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.02,0.07426
"    3556","hru3556","topohru3556","           hyd3556",172155,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.04,0
"    3557","hru3557","topohru3557","           hyd3557",172111,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.11,0.00328
"    3558","hru3558","topohru3558","           hyd3558",172155,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.17,0.04923
"    3559","hru3559","topohru3559","           hyd3559",172111,"         urml_lum","       soilplant1","             null","          snow001","             null","C",1.54,0.05694
"    3560","hru3560","topohru3560","           hyd3560",172205,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.01,0
"    3561","hru3561","topohru3561","           hyd3561",172111,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.6,0.0392
"    3562","hru3562","topohru3562","           hyd3562",172155,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.01,0
"    3563","hru3563","topohru3563","           hyd3563",172111," CS_NT_tile_GW_LS","       soilplant1","             null","          snow001","             null","C",0.09,0.01056
"    3564","hru3564","topohru3564","           hyd3564",172111,"         past_lum","       soilplant1","             null","          snow001","             null","C",0.09,0.0021
"    3565","hru3565","topohru3565","           hyd3565",172205," CS_NT_tile_GW_MS","    soilnut_30-40","             null","          snow001","             null","C",0.01,0.02062
"    3566","hru3566","topohru3566","           hyd3566",172111," CS_NT_tile_GW_LS","    soilnut_30-40","             null","          snow001","             null","C",0.17,0.00998
"    3567","hru3567","topohru3567","           hyd3567",172155,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.03,0.00519
"    3568","hru3568","topohru3568","           hyd3568",172111,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.26,0.00822
"    3569","hru3569","topohru3569","           hyd3569",167956,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.01,0.00707
"    3570","hru3570","topohru3570","           hyd3570",172155,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.02,0
"    3571","hru3571","topohru3571","           hyd3571",172111,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.01,0.014
"    3572","hru3572","topohru3572","           hyd3572",172111,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.01,0.07
"    3573","hru3573","topohru3573","           hyd3573",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.09,0.00911
"    3574","hru3574","topohru3574","           hyd3574",172155,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.02,0.1195
"    3575","hru3575","topohru3575","           hyd3575",167956,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.07,0.0098
"    3576","hru3576","topohru3576","           hyd3576",172111,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.01,0.18653
"    3577","hru3577","topohru3577","           hyd3577",172151,"         urml_lum","       soilplant1","             null","          snow001","             null","B",0.03,0.06133
"    3578","hru3578","topohru3578","           hyd3578",172111,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.21,0.05622
"    3579","hru3579","topohru3579","           hyd3579",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",3.64,0.03337
"    3580","hru3580","topohru3580","           hyd3580",172188,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.87,0.09924
"    3581","hru3581","topohru3581","           hyd3581",172136,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.11,0.0461
"    3582","hru3582","topohru3582","           hyd3582",172155,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.45,0.08736
"    3583","hru3583","topohru3583","           hyd3583",172151,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",2.45,0.0399
"    3584","hru3584","topohru3584","           hyd3584",172170,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.03,0.02816
"    3585","hru3585","topohru3585","           hyd3585",172127,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.15,0.1578
"    3586","hru3586","topohru3586","           hyd3586",172166,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.13,0.06486
"    3587","hru3587","topohru3587","           hyd3587",172149,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.24,0.03018
"    3588","hru3588","topohru3588","           hyd3588",172188,"          SC_NT_B","    soilnut_30-40","             null","          snow001","             null","A",0.04,0.04301
"    3589","hru3589","topohru3589","           hyd3589",172151,"          SC_NTcc","    soilnut_20-30","             null","          snow001","             null","B",0.82,0.02319
"    3590","hru3590","topohru3590","           hyd3590",172170,"            CS_FT","    soilnut_40-50","             null","          snow001","             null","A",0.36,0.03251
"    3591","hru3591","topohru3591","           hyd3591",172127,"          CS_RotT","    soilnut_50-60","             null","          snow001","             null","A",0.02,0.13824
"    3592","hru3592","topohru3592","           hyd3592",172166,"        SC_RotT_B","    soilnut_50-60","             null","          snow001","             null","A",0.11,0.02744
"    3593","hru3593","topohru3593","           hyd3593",172149,"          SC_NT_B","    soilnut_70-80","             null","          snow001","             null","B",0.79,0.02588
"    3594","hru3594","topohru3594","           hyd3594",172149,"      CS_NT_GW_MS","    soilnut_40-50","             null","          snow001","             null","B",0.11,0.03234
"    3595","hru3595","topohru3595","           hyd3595",172155,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.04,0.03344
"    3596","hru3596","topohru3596","           hyd3596",172155,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.22,0.01092
"    3597","hru3597","topohru3597","           hyd3597",172111,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.11,0.00664
"    3598","hru3598","topohru3598","           hyd3598",172136,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.03,0
"    3599","hru3599","topohru3599","           hyd3599",172188,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.07,0.03743
"    3600","hru3600","topohru3600","           hyd3600",172136,"          SC_NT_B","       soilplant1","             null","          snow001","             null","A",0.07,0.01466
"    3601","hru3601","topohru3601","           hyd3601",172174,"      CS_NT_GW_MS","  soilnut_120-130","             null","          snow001","             null","A",0.03,0.02787
"    3602","hru3602","topohru3602","           hyd3602",172155,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.04,0.02929
"    3603","hru3603","topohru3603","           hyd3603",172170,"         urml_lum","       soilplant1","             null","          snow001","             null","A",0.51,0.05386
"    3604","hru3604","topohru3604","           hyd3604",172149,"         urml_lum","       soilplant1","             null","          snow001","             null","B",0.63,0.03745
"    3605","hru3605","topohru3605","           hyd3605",172155,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",2.06,0.02303
"    3606","hru3606","topohru3606","           hyd3606",172111,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",1.17,0.01781
"    3607","hru3607","topohru3607","           hyd3607",172136,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.76,0.02414
"    3608","hru3608","topohru3608","           hyd3608",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.03,0.05222
"    3609","hru3609","topohru3609","           hyd3609",172174,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.05,0.02353
"    3610","hru3610","topohru3610","           hyd3610",172188,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.74,0.11999
"    3611","hru3611","topohru3611","           hyd3611",172151,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",9.82,0.02903
"    3612","hru3612","topohru3612","           hyd3612",172170,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.34,0.05118
"    3613","hru3613","topohru3613","           hyd3613",172187,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.12,0.07583
"    3614","hru3614","topohru3614","           hyd3614",172127,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.71,0.09494
"    3615","hru3615","topohru3615","           hyd3615",172166,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.45,0.08517
"    3616","hru3616","topohru3616","           hyd3616",172149,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.51,0.03038
"    3617","hru3617","topohru3617","           hyd3617",172157,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.58,0.02537
"    3618","hru3618","topohru3618","           hyd3618",172136,"          CS_RotT","  soilnut_140-150","             null","          snow001","             null","A",0.19,0.02094
"    3619","hru3619","topohru3619","           hyd3619",172174,"          SC_NT_B","       soilplant1","             null","          snow001","             null","A",0.2,0.02558
"    3620","hru3620","topohru3620","           hyd3620",172155,"   CS_NTcc_tile_B","    soilnut_20-30","             null","          snow001","             null","C",0.16,0.01963
"    3621","hru3621","topohru3621","           hyd3621",172170,"        SC_RotT_B","    soilnut_80-90","             null","          snow001","             null","A",3.55,0.0478
"    3622","hru3622","topohru3622","           hyd3622",172151,"   SC_RotT_tile_B","    soilnut_70-80","             null","          snow001","             null","B",2.97,0.01657
"    3623","hru3623","topohru3623","           hyd3623",172187,"      CS_NT_GW_LS","    soilnut_20-30","             null","          snow001","             null","A",0.24,0.01447
"    3624","hru3624","topohru3624","           hyd3624",172127,"          SC_NT_B","    soilnut_30-40","             null","          snow001","             null","A",0.08,0.11369
"    3625","hru3625","topohru3625","           hyd3625",172166,"          SC_NT_B","    soilnut_70-80","             null","          snow001","             null","A",0.6,0.03193
"    3626","hru3626","topohru3626","           hyd3626",172149,"          CS_RT_B","    soilnut_30-40","             null","          snow001","             null","B",2.51,0.02656
"    3627","hru3627","topohru3627","           hyd3627",172157,"     SC_NT_tile_B","    soilnut_20-30","             null","          snow001","             null","B",0.19,0.01427
"    3628","hru3628","topohru3628","           hyd3628",172149,"        CS_NTcc_B","    soilnut_20-30","             null","          snow001","             null","B",1.39,0.03171
"    3629","hru3629","topohru3629","           hyd3629",172157,"   CS_NTcc_tile_B","    soilnut_20-30","             null","          snow001","             null","B",3.15,0.01914
"    3630","hru3630","topohru3630","           hyd3630",172166,"          SC_NT_B","    soilnut_20-30","             null","          snow001","             null","A",0.06,0.0076
"    3631","hru3631","topohru3631","           hyd3631",172170,"            SC_RT","    soilnut_30-40","             null","          snow001","             null","A",0.24,0.05121
"    3632","hru3632","topohru3632","           hyd3632",172149,"         past_lum","       soilplant1","             null","          snow001","             null","B",0.22,0.06051
"    3633","hru3633","topohru3633","           hyd3633",172170,"         past_lum","       soilplant1","             null","          snow001","             null","A",0.12,0.05427
"    3634","hru3634","topohru3634","           hyd3634",172111,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.01,0.20223
"    3635","hru3635","topohru3635","           hyd3635",172205,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.08,0.1608
"    3636","hru3636","topohru3636","           hyd3636",172205,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.33,0.08392
"    3637","hru3637","topohru3637","           hyd3637",172111,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",1.5,0.03167
"    3638","hru3638","topohru3638","           hyd3638",172130,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.39,0.02313
"    3639","hru3639","topohru3639","           hyd3639",172112,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.66,0.05031
"    3640","hru3640","topohru3640","           hyd3640",172155,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",6.39,0.02454
"    3641","hru3641","topohru3641","           hyd3641",172144,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.91,0.02785
"    3642","hru3642","topohru3642","           hyd3642",172113,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.3,0.03559
"    3643","hru3643","topohru3643","           hyd3643",172136,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.08,0.03387
"    3644","hru3644","topohru3644","           hyd3644",172174,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",1.54,0.01776
"    3645","hru3645","topohru3645","           hyd3645",172188,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",1.45,0.1983
"    3646","hru3646","topohru3646","           hyd3646",172187,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.38,0.12643
"    3647","hru3647","topohru3647","           hyd3647",172205,"       SC_RT_tile","    soilnut_30-40","             null","          snow001","             null","C",0.05,0.06007
"    3648","hru3648","topohru3648","           hyd3648",172111,"       SC_FT_tile","    soilnut_10-20","             null","          snow001","             null","C",0.04,0
"    3649","hru3649","topohru3649","           hyd3649",172205,"     SC_NTcc_tile","  soilnut_140-150","             null","          snow001","             null","C",0.02,0.07906
"    3650","hru3650","topohru3650","           hyd3650",172155," CS_NT_tile_GW_LS","  soilnut_140-150","             null","          snow001","             null","C",2.33,0.0094
"    3651","hru3651","topohru3651","           hyd3651",172136,"          SC_NT_B","    soilnut_20-30","             null","          snow001","             null","A",0.47,0.02022
"    3652","hru3652","topohru3652","           hyd3652",172174,"          SC_NT_B","  soilnut_120-130","             null","          snow001","             null","A",0.16,0.00424
"    3653","hru3653","topohru3653","           hyd3653",172144,"       SC_RT_tile","    soilnut_80-90","             null","          snow001","             null","C",0.22,0.00383
"    3654","hru3654","topohru3654","           hyd3654",172188,"        SC_RotT_B","    soilnut_20-30","             null","          snow001","             null","A",0.04,0.20613
"    3655","hru3655","topohru3655","           hyd3655",172187,"          CS_RotT","    soilnut_30-40","             null","          snow001","             null","A",0.22,0.02854
"    3656","hru3656","topohru3656","           hyd3656",172205,"         urml_lum","       soilplant1","             null","          snow001","             null","C",0.02,0
"    3657","hru3657","topohru3657","           hyd3657",172205,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.08,0.02896
"    3658","hru3658","topohru3658","           hyd3658",172112,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.15,0.00899
"    3659","hru3659","topohru3659","           hyd3659",172111,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.02,0.00849
"    3660","hru3660","topohru3660","           hyd3660",172155,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.32,0.01646
"    3661","hru3661","topohru3661","           hyd3661",172188,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.05,0.05253
"    3662","hru3662","topohru3662","           hyd3662",172155,"     SC_NT_tile_B","    soilnut_20-30","             null","          snow001","             null","C",0.07,0.00061
"    3663","hru3663","topohru3663","           hyd3663",172187,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.34,0.05572
"    3664","hru3664","topohru3664","           hyd3664",172151,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",2.26,0.02762
"    3665","hru3665","topohru3665","           hyd3665",172112,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.03,0.10429
"    3666","hru3666","topohru3666","           hyd3666",172127,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.42,0.06993
"    3667","hru3667","topohru3667","           hyd3667",172166,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.02,0.11435
"    3668","hru3668","topohru3668","           hyd3668",172157,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.09,0.04024
"    3669","hru3669","topohru3669","           hyd3669",172170,"         frsd_lum","       soilplant1","             null","          snow001","             null","A",0.23,0.06776
"    3670","hru3670","topohru3670","           hyd3670",167956,"         frsd_lum","       soilplant1","             null","          snow001","             null","C",0.08,0.04975
"    3671","hru3671","topohru3671","           hyd3671",172149,"         frsd_lum","       soilplant1","             null","          snow001","             null","B",0.27,0.04363
"    3672","hru3672","topohru3672","           hyd3672",172187,"      CS_NT_GW_LS","    soilnut_30-40","             null","          snow001","             null","A",0.1,0
"    3673","hru3673","topohru3673","           hyd3673",172151,"     SC_NT_tile_B","    soilnut_30-40","             null","          snow001","             null","B",3.75,0.01973
"    3674","hru3674","topohru3674","           hyd3674",172112,"       SC_FT_tile","    soilnut_60-70","             null","          snow001","             null","C",0.05,0.05009
"    3675","hru3675","topohru3675","           hyd3675",172157,"          SC_NTcc","    soilnut_10-20","             null","          snow001","             null","B",1.39,0.02179
"    3676","hru3676","topohru3676","           hyd3676",172166,"          SC_NT_B","     soilnut_0-10","             null","          snow001","             null","A",0.06,0.04825
"    3677","hru3677","topohru3677","           hyd3677",172170,"          SC_NT_B","    soilnut_30-40","             null","          snow001","             null","A",1.65,0.0272
"    3678","hru3678","topohru3678","           hyd3678",172127,"          CS_RotT","    soilnut_60-70","             null","          snow001","             null","A",0.02,0.15236
"    3679","hru3679","topohru3679","           hyd3679",172149,"        CS_NTcc_B","    soilnut_10-20","             null","          snow001","             null","B",0.86,0.03441
"    3680","hru3680","topohru3680","           hyd3680",172151,"         past_lum","       soilplant1","             null","          snow001","             null","B",0.93,0.02457
"    3681","hru3681","topohru3681","           hyd3681",172149,"         past_lum","       soilplant1","             null","          snow001","             null","B",0.72,0.03982
"    3682","hru3682","topohru3682","           hyd3682",172170,"         past_lum","       soilplant1","             null","          snow001","             null","A",0.85,0.04151
"    3683","hru3683","topohru3683","           hyd3683",172127,"          CS_RT_B","    soilnut_20-30","             null","          snow001","             null","A",0.04,0.10847
"    3684","hru3684","topohru3684","           hyd3684",172166,"        SC_RotT_B","    soilnut_30-40","             null","          snow001","             null","A",0.09,0.05941
"    3685","hru3685","topohru3685","           hyd3685",172157,"      CS_NT_GW_MS","    soilnut_50-60","             null","          snow001","             null","B",1.77,0.02633
"    3686","hru3686","topohru3686","           hyd3686",172170,"          SC_NT_B","    soilnut_20-30","             null","          snow001","             null","A",0.23,0.04456
"    3687","hru3687","topohru3687","           hyd3687",172149,"            SC_FT","    soilnut_30-40","             null","          snow001","             null","B",0.67,0.04424
